date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:39	82624/82624	---M-Z	200	added ('OK')	text/html	etag:%22142c0-645b2f44-a21145ba0a6b87fb;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/register.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/register.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:39	75847/75847	---M-Z	200	added ('OK')	text/html	etag:%2212847-645b2f44-2702c5db01f2921e;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/forgot.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/forgot.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:39	73618/73618	---M-Z	200	added ('OK')	text/html	etag:%2211f92-645b2f44-894add0402e1f863;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/404.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/404.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:39	93806/93806	---M-Z	200	added ('OK')	text/html	etag:%2216e6e-645b2f44-c73713a75f674e82;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/coupon.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/coupon.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:40	93548/93548	---M-Z	200	added ('OK')	text/html	etag:%2216d6c-645b2f44-b5398ff5208ff174;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/blog.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/blog.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:40	156787/156787	---M-Z	200	added ('OK')	text/html	etag:%2226473-645b2f44-ce8ead8788bad9a4;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/blog-grid.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/blog-grid.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:40	156787/156787	---M-Z	200	added ('OK')	text/html	etag:%2226473-645b2f44-6d568889d7aac549;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/blog-list.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/blog-list.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:40	109389/109389	---M-Z	200	added ('OK')	text/html	etag:%221ab4d-645b2f44-d3f402ee3e1d0f43;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/blog-details-2.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/blog-details-2.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:41	20317/20317	---M--	200	added ('OK')	image/png	etag:%224f5d-6437c1f7-aa067080b85fd20;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-1.png	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-1.png	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:41	1092/1092	---M--	200	added ('OK')	image/png	etag:%22444-6437c1f7-1c65154f9be220d6;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-2.png	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-2.png	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:41	103490/103490	---M-Z	200	added ('OK')	text/html	etag:%2219442-645b2f44-87d247a6613b7be6;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/blog-details.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/blog-details.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:41	769/769	---M--	200	added ('OK')	image/png	etag:%22301-6437c1f7-523501ba4a224afe;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-3.png	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-3.png	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:42	720/720	---M--	200	added ('OK')	image/png	etag:%222d0-6437c1f7-acf45d4a92400b7;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-4.png	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/shape/slider-shape-4.png	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:42	31344/31344	---M--	200	added ('OK')	image/png	etag:%227a70-6437c1f7-42df61ca77da5c3a;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/slider-img-1.png	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/slider/slider-img-1.png	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
